retriever,method,samples,right_rank,mean_answer_rank,mean_trap_rank,recall@3,violation_rate@3,recall_minus_violation@3,recall@5,violation_rate@5,recall_minus_violation@5,recall@7,violation_rate@7,recall_minus_violation@7,recall@9,violation_rate@9,recall_minus_violation@9,avg_recall_minus_violation,alpha,beta,candidate_top_n
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.25_b0.5,1000,0.767,41.451,66.73,0.43,0.036,0.394,0.496,0.053,0.443,0.564,0.09,0.474,0.745,0.293,0.452,0.44075,0.25,0.5,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.25_b0.75,1000,0.741,42.13,66.85,0.337,0.029,0.308,0.41,0.041,0.369,0.483,0.067,0.416,0.703,0.263,0.43999999999999995,0.38325,0.25,0.75,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.25_b1,1000,0.723,42.449,66.868,0.306,0.025,0.28099999999999997,0.372,0.041,0.331,0.447,0.066,0.381,0.682,0.27,0.41200000000000003,0.35125,0.25,1.0,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.5_b0.1,1000,0.703,37.807,60.8,0.923,0.74,0.18300000000000005,0.941,0.805,0.1359999999999999,0.946,0.848,0.09799999999999998,0.953,0.869,0.08399999999999996,0.12524999999999997,0.5,0.1,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.5_b0.2,1000,0.736,37.812,61.473,0.915,0.659,0.256,0.935,0.72,0.21500000000000008,0.941,0.759,0.18199999999999994,0.951,0.819,0.132,0.19625,0.5,0.2,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.5_b0.3,1000,0.771,37.826,62.231,0.908,0.552,0.356,0.926,0.623,0.30300000000000005,0.94,0.677,0.2629999999999999,0.949,0.762,0.18699999999999994,0.27725,0.5,0.3,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.5_b0.5,1000,0.841,38.513,64.332,0.794,0.22,0.5740000000000001,0.886,0.386,0.5,0.917,0.488,0.42900000000000005,0.937,0.61,0.32700000000000007,0.4575,0.5,0.5,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.5_b0.75,1000,0.79,40.813,66.406,0.51,0.049,0.461,0.564,0.082,0.48199999999999993,0.631,0.139,0.492,0.798,0.364,0.43400000000000005,0.46725000000000005,0.5,0.75,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.5_b1,1000,0.767,41.451,66.73,0.43,0.036,0.394,0.496,0.053,0.443,0.564,0.09,0.474,0.745,0.293,0.452,0.44075,0.5,1.0,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.75_b0.1,1000,0.699,37.814,60.622,0.921,0.77,0.15100000000000002,0.941,0.833,0.10799999999999998,0.946,0.86,0.08599999999999997,0.952,0.883,0.06899999999999995,0.10349999999999998,0.75,0.1,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.75_b0.2,1000,0.713,37.806,60.999,0.919,0.718,0.20100000000000007,0.939,0.778,0.16099999999999992,0.944,0.824,0.12,0.953,0.859,0.09399999999999997,0.144,0.75,0.2,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.75_b0.3,1000,0.736,37.812,61.473,0.915,0.659,0.256,0.935,0.72,0.21500000000000008,0.941,0.759,0.18199999999999994,0.951,0.819,0.132,0.19625,0.75,0.3,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.75_b0.5,1000,0.791,37.821,62.551,0.907,0.506,0.401,0.927,0.587,0.3400000000000001,0.937,0.637,0.30000000000000004,0.947,0.736,0.21099999999999997,0.31300000000000006,0.75,0.5,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.75_b0.75,1000,0.841,38.513,64.332,0.794,0.22,0.5740000000000001,0.886,0.386,0.5,0.917,0.488,0.42900000000000005,0.937,0.61,0.32700000000000007,0.4575,0.75,0.75,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.75_b1,1000,0.806,40.446,66.112,0.543,0.064,0.47900000000000004,0.597,0.116,0.481,0.678,0.195,0.48300000000000004,0.832,0.425,0.407,0.4625,0.75,1.0,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a1_b0.1,1000,0.691,37.825,60.51,0.921,0.784,0.137,0.94,0.846,0.09399999999999997,0.945,0.871,0.07399999999999995,0.952,0.894,0.05799999999999994,0.09074999999999997,1.0,0.1,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a1_b0.2,1000,0.703,37.807,60.8,0.923,0.74,0.18300000000000005,0.941,0.805,0.1359999999999999,0.946,0.848,0.09799999999999998,0.953,0.869,0.08399999999999996,0.12524999999999997,1.0,0.2,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a1_b0.3,1000,0.719,37.81,61.11,0.919,0.704,0.21500000000000008,0.938,0.76,0.17799999999999994,0.943,0.814,0.129,0.951,0.851,0.09999999999999998,0.1555,1.0,0.3,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a1_b0.5,1000,0.753,37.814,61.826,0.915,0.608,0.30700000000000005,0.931,0.673,0.258,0.94,0.725,0.21499999999999997,0.95,0.793,0.15699999999999992,0.23424999999999999,1.0,0.5,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a1_b0.75,1000,0.804,37.855,62.894,0.899,0.465,0.434,0.921,0.542,0.379,0.932,0.605,0.32700000000000007,0.945,0.707,0.238,0.34450000000000003,1.0,0.75,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a1_b1,1000,0.841,38.513,64.332,0.794,0.22,0.5740000000000001,0.886,0.386,0.5,0.917,0.488,0.42900000000000005,0.937,0.61,0.32700000000000007,0.4575,1.0,1.0,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a1.5_b0.1,1000,0.683,37.832,60.398,0.921,0.803,0.118,0.941,0.859,0.08199999999999996,0.945,0.886,0.05899999999999994,0.954,0.903,0.050999999999999934,0.07749999999999996,1.5,0.1,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a1.5_b0.2,1000,0.699,37.814,60.622,0.921,0.77,0.15100000000000002,0.941,0.833,0.10799999999999998,0.946,0.86,0.08599999999999997,0.952,0.883,0.06899999999999995,0.10349999999999998,1.5,0.2,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a1.5_b0.3,1000,0.703,37.807,60.8,0.923,0.74,0.18300000000000005,0.941,0.805,0.1359999999999999,0.946,0.848,0.09799999999999998,0.953,0.869,0.08399999999999996,0.12524999999999997,1.5,0.3,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a1.5_b0.5,1000,0.724,37.813,61.235,0.916,0.688,0.2280000000000001,0.936,0.748,0.18800000000000006,0.943,0.789,0.15399999999999991,0.95,0.843,0.10699999999999998,0.16925,1.5,0.5,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a1.5_b0.75,1000,0.753,37.814,61.826,0.915,0.608,0.30700000000000005,0.931,0.673,0.258,0.94,0.725,0.21499999999999997,0.95,0.793,0.15699999999999992,0.23424999999999999,1.5,0.75,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a1.5_b1,1000,0.791,37.821,62.551,0.907,0.506,0.401,0.927,0.587,0.3400000000000001,0.937,0.637,0.30000000000000004,0.947,0.736,0.21099999999999997,0.31300000000000006,1.5,1.0,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a2_b0.1,1000,0.68,37.84,60.355,0.921,0.809,0.11199999999999999,0.939,0.866,0.07299999999999995,0.945,0.891,0.05399999999999994,0.954,0.903,0.050999999999999934,0.07249999999999995,2.0,0.1,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a2_b0.2,1000,0.691,37.825,60.51,0.921,0.784,0.137,0.94,0.846,0.09399999999999997,0.945,0.871,0.07399999999999995,0.952,0.894,0.05799999999999994,0.09074999999999997,2.0,0.2,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a2_b0.3,1000,0.7,37.811,60.66,0.922,0.761,0.16100000000000003,0.941,0.83,0.11099999999999999,0.946,0.856,0.08999999999999997,0.952,0.879,0.07299999999999995,0.10874999999999999,2.0,0.3,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a2_b0.5,1000,0.712,37.806,60.946,0.92,0.725,0.19500000000000006,0.939,0.784,0.15499999999999992,0.946,0.832,0.11399999999999999,0.953,0.86,0.09299999999999997,0.13924999999999998,2.0,0.5,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a2_b0.75,1000,0.733,37.81,61.382,0.916,0.672,0.244,0.935,0.729,0.20600000000000007,0.941,0.767,0.17399999999999993,0.951,0.829,0.122,0.1865,2.0,0.75,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a2_b1,1000,0.753,37.814,61.826,0.915,0.608,0.30700000000000005,0.931,0.673,0.258,0.94,0.725,0.21499999999999997,0.95,0.793,0.15699999999999992,0.23424999999999999,2.0,1.0,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c20_a0_b0.1,1000,0.7,50.802,75.883,0.105,0.009,0.096,0.154,0.012,0.142,0.186,0.016,0.16999999999999998,0.221,0.023,0.198,0.1515,0.0,0.1,20
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c20_a0_b0.2,1000,0.7,50.802,75.883,0.105,0.009,0.096,0.154,0.012,0.142,0.186,0.016,0.16999999999999998,0.221,0.023,0.198,0.1515,0.0,0.2,20
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c20_a0_b0.3,1000,0.7,50.802,75.883,0.105,0.009,0.096,0.154,0.012,0.142,0.186,0.016,0.16999999999999998,0.221,0.023,0.198,0.1515,0.0,0.3,20
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c20_a0_b0.5,1000,0.7,50.802,75.883,0.105,0.009,0.096,0.154,0.012,0.142,0.186,0.016,0.16999999999999998,0.221,0.023,0.198,0.1515,0.0,0.5,20
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c20_a0_b0.75,1000,0.7,50.802,75.883,0.105,0.009,0.096,0.154,0.012,0.142,0.186,0.016,0.16999999999999998,0.221,0.023,0.198,0.1515,0.0,0.75,20
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c20_a0_b1,1000,0.7,50.802,75.883,0.105,0.009,0.096,0.154,0.012,0.142,0.186,0.016,0.16999999999999998,0.221,0.023,0.198,0.1515,0.0,1.0,20
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c20_a0.25_b0.1,1000,0.737,37.851,62.579,0.918,0.657,0.261,0.934,0.704,0.2300000000000001,0.94,0.744,0.19599999999999995,0.947,0.775,0.17199999999999993,0.21475,0.25,0.1,20
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c20_a0.25_b0.2,1000,0.816,38.085,66.424,0.889,0.41,0.47900000000000004,0.913,0.477,0.43600000000000005,0.923,0.52,0.403,0.933,0.551,0.382,0.42500000000000004,0.25,0.2,20
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c20_a0.25_b0.3,1000,0.834,42.452,72.429,0.545,0.055,0.49000000000000005,0.591,0.081,0.51,0.629,0.118,0.511,0.667,0.169,0.498,0.5022500000000001,0.25,0.3,20
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c20_a0.25_b0.5,1000,0.766,46.193,75.328,0.371,0.025,0.346,0.417,0.029,0.38799999999999996,0.454,0.036,0.41800000000000004,0.481,0.046,0.435,0.39675000000000005,0.25,0.5,20
