retriever,method,samples,recall@3,violation_rate@3,mean_answer_rank,mean_trap_rank,variant,alpha,beta,margin,threshold,candidate_top_n
bm25,hinge_gate_score_c5_a0.75_b2_m0.05_t0.2,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.05,0.2,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.05_t0.3,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.05,0.3,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.1,0.0,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.1_t0.05,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.1,0.05,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.1_t0.1,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.1,0.1,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.1_t0.2,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.1,0.2,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.1_t0.3,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.1,0.3,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.2,0.0,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.2_t0.05,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.2,0.05,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.2_t0.1,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.2,0.1,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.2_t0.2,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.2,0.2,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.2_t0.3,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.2,0.3,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.3,0.0,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.3_t0.05,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.3,0.05,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.3_t0.1,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.3,0.1,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.3_t0.2,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.3,0.2,5
bm25,hinge_gate_score_c5_a0.75_b2_m0.3_t0.3,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,2.0,0.3,0.3,5
bm25,hinge_gate_score_c5_a0.75_b3_m0_t0,50,0.9,0.86,6.04,6.4,hinge_gate,0.75,3.0,0.0,0.0,5
bm25,hinge_gate_score_c5_a0.75_b3_m0_t0.05,50,0.9,0.86,6.08,6.36,hinge_gate,0.75,3.0,0.0,0.05,5
bm25,hinge_gate_score_c5_a0.75_b3_m0_t0.1,50,0.9,0.86,6.1,6.34,hinge_gate,0.75,3.0,0.0,0.1,5
bm25,hinge_gate_score_c5_a0.75_b3_m0_t0.2,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.0,0.2,5
bm25,hinge_gate_score_c5_a0.75_b3_m0_t0.3,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.0,0.3,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.05_t0,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.05,0.0,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.05_t0.05,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.05,0.05,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.05_t0.1,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.05,0.1,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.05_t0.2,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.05,0.2,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.05_t0.3,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.05,0.3,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.1,0.0,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.1_t0.05,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.1,0.05,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.1_t0.1,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.1,0.1,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.1_t0.2,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.1,0.2,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.1_t0.3,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.1,0.3,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.2,0.0,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.2_t0.05,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.2,0.05,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.2_t0.1,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.2,0.1,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.2_t0.2,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.2,0.2,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.2_t0.3,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.2,0.3,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.3,0.0,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.3_t0.05,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.3,0.05,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.3_t0.1,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.3,0.1,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.3_t0.2,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.3,0.2,5
bm25,hinge_gate_score_c5_a0.75_b3_m0.3_t0.3,50,0.92,0.86,6.08,6.32,hinge_gate,0.75,3.0,0.3,0.3,5
bm25,hinge_gate_score_c5_a1_b0.25_m0_t0,50,0.92,0.86,6.04,6.36,hinge_gate,1.0,0.25,0.0,0.0,5
bm25,hinge_gate_score_c5_a1_b0.25_m0_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.0,0.05,5
bm25,hinge_gate_score_c5_a1_b0.25_m0_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.0,0.1,5
bm25,hinge_gate_score_c5_a1_b0.25_m0_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.0,0.2,5
bm25,hinge_gate_score_c5_a1_b0.25_m0_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.0,0.3,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.05_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.05,0.0,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.05_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.05,0.05,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.05_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.05,0.1,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.05_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.05,0.2,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.05_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.05,0.3,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.1_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.1,0.0,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.1_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.1,0.05,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.1_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.1,0.1,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.1_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.1,0.2,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.1_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.1,0.3,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.2_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.2,0.0,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.2_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.2,0.05,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.2_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.2,0.1,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.2_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.2,0.2,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.2_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.2,0.3,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.3_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.3,0.0,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.3_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.3,0.05,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.3_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.3,0.1,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.3_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.3,0.2,5
bm25,hinge_gate_score_c5_a1_b0.25_m0.3_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.25,0.3,0.3,5
bm25,hinge_gate_score_c5_a1_b0.5_m0_t0,50,0.92,0.86,6.04,6.36,hinge_gate,1.0,0.5,0.0,0.0,5
bm25,hinge_gate_score_c5_a1_b0.5_m0_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.0,0.05,5
bm25,hinge_gate_score_c5_a1_b0.5_m0_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.0,0.1,5
bm25,hinge_gate_score_c5_a1_b0.5_m0_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.0,0.2,5
bm25,hinge_gate_score_c5_a1_b0.5_m0_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.0,0.3,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.05_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.05,0.0,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.05_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.05,0.05,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.05_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.05,0.1,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.05_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.05,0.2,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.05_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.05,0.3,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.1_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.1,0.0,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.1_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.1,0.05,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.1_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.1,0.1,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.1_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.1,0.2,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.1_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.1,0.3,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.2_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.2,0.0,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.2_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.2,0.05,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.2_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.2,0.1,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.2_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.2,0.2,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.2_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.2,0.3,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.3_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.3,0.0,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.3_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.3,0.05,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.3_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.3,0.1,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.3_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.3,0.2,5
bm25,hinge_gate_score_c5_a1_b0.5_m0.3_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.5,0.3,0.3,5
bm25,hinge_gate_score_c5_a1_b0.75_m0_t0,50,0.92,0.86,6.04,6.36,hinge_gate,1.0,0.75,0.0,0.0,5
bm25,hinge_gate_score_c5_a1_b0.75_m0_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.0,0.05,5
bm25,hinge_gate_score_c5_a1_b0.75_m0_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.0,0.1,5
bm25,hinge_gate_score_c5_a1_b0.75_m0_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.0,0.2,5
bm25,hinge_gate_score_c5_a1_b0.75_m0_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.0,0.3,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.05_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.05,0.0,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.05_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.05,0.05,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.05_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.05,0.1,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.05_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.05,0.2,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.05_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.05,0.3,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.1_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.1,0.0,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.1_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.1,0.05,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.1_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.1,0.1,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.1_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.1,0.2,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.1_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.1,0.3,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.2_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.2,0.0,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.2_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.2,0.05,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.2_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.2,0.1,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.2_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.2,0.2,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.2_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.2,0.3,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.3_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.3,0.0,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.3_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.3,0.05,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.3_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.3,0.1,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.3_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.3,0.2,5
bm25,hinge_gate_score_c5_a1_b0.75_m0.3_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,0.75,0.3,0.3,5
bm25,hinge_gate_score_c5_a1_b1_m0_t0,50,0.92,0.86,6.04,6.36,hinge_gate,1.0,1.0,0.0,0.0,5
bm25,hinge_gate_score_c5_a1_b1_m0_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.0,0.05,5
bm25,hinge_gate_score_c5_a1_b1_m0_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.0,0.1,5
bm25,hinge_gate_score_c5_a1_b1_m0_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.0,0.2,5
bm25,hinge_gate_score_c5_a1_b1_m0_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.0,0.3,5
bm25,hinge_gate_score_c5_a1_b1_m0.05_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.05,0.0,5
bm25,hinge_gate_score_c5_a1_b1_m0.05_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.05,0.05,5
bm25,hinge_gate_score_c5_a1_b1_m0.05_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.05,0.1,5
bm25,hinge_gate_score_c5_a1_b1_m0.05_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.05,0.2,5
bm25,hinge_gate_score_c5_a1_b1_m0.05_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.05,0.3,5
bm25,hinge_gate_score_c5_a1_b1_m0.1_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.1,0.0,5
bm25,hinge_gate_score_c5_a1_b1_m0.1_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.1,0.05,5
bm25,hinge_gate_score_c5_a1_b1_m0.1_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.1,0.1,5
bm25,hinge_gate_score_c5_a1_b1_m0.1_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.1,0.2,5
bm25,hinge_gate_score_c5_a1_b1_m0.1_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.1,0.3,5
bm25,hinge_gate_score_c5_a1_b1_m0.2_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.2,0.0,5
bm25,hinge_gate_score_c5_a1_b1_m0.2_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.2,0.05,5
bm25,hinge_gate_score_c5_a1_b1_m0.2_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.2,0.1,5
bm25,hinge_gate_score_c5_a1_b1_m0.2_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.2,0.2,5
bm25,hinge_gate_score_c5_a1_b1_m0.2_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.2,0.3,5
bm25,hinge_gate_score_c5_a1_b1_m0.3_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.3,0.0,5
bm25,hinge_gate_score_c5_a1_b1_m0.3_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.3,0.05,5
bm25,hinge_gate_score_c5_a1_b1_m0.3_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.3,0.1,5
bm25,hinge_gate_score_c5_a1_b1_m0.3_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.3,0.2,5
bm25,hinge_gate_score_c5_a1_b1_m0.3_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.0,0.3,0.3,5
bm25,hinge_gate_score_c5_a1_b1.5_m0_t0,50,0.92,0.86,6.04,6.36,hinge_gate,1.0,1.5,0.0,0.0,5
bm25,hinge_gate_score_c5_a1_b1.5_m0_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.0,0.05,5
bm25,hinge_gate_score_c5_a1_b1.5_m0_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.0,0.1,5
bm25,hinge_gate_score_c5_a1_b1.5_m0_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.0,0.2,5
bm25,hinge_gate_score_c5_a1_b1.5_m0_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.0,0.3,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.05_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.05,0.0,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.05_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.05,0.05,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.05_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.05,0.1,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.05_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.05,0.2,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.05_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.05,0.3,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.1_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.1,0.0,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.1_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.1,0.05,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.1_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.1,0.1,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.1_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.1,0.2,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.1_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.1,0.3,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.2_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.2,0.0,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.2_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.2,0.05,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.2_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.2,0.1,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.2_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.2,0.2,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.2_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.2,0.3,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.3_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.3,0.0,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.3_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.3,0.05,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.3_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.3,0.1,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.3_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.3,0.2,5
bm25,hinge_gate_score_c5_a1_b1.5_m0.3_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,1.5,0.3,0.3,5
bm25,hinge_gate_score_c5_a1_b2_m0_t0,50,0.92,0.86,6.02,6.38,hinge_gate,1.0,2.0,0.0,0.0,5
bm25,hinge_gate_score_c5_a1_b2_m0_t0.05,50,0.92,0.86,6.04,6.36,hinge_gate,1.0,2.0,0.0,0.05,5
bm25,hinge_gate_score_c5_a1_b2_m0_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,2.0,0.0,0.1,5
bm25,hinge_gate_score_c5_a1_b2_m0_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,2.0,0.0,0.2,5
bm25,hinge_gate_score_c5_a1_b2_m0_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,2.0,0.0,0.3,5
bm25,hinge_gate_score_c5_a1_b2_m0.05_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,2.0,0.05,0.0,5
bm25,hinge_gate_score_c5_a1_b2_m0.05_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,2.0,0.05,0.05,5
bm25,hinge_gate_score_c5_a1_b2_m0.05_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,2.0,0.05,0.1,5
bm25,hinge_gate_score_c5_a1_b2_m0.05_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,2.0,0.05,0.2,5
bm25,hinge_gate_score_c5_a1_b2_m0.05_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,2.0,0.05,0.3,5
bm25,hinge_gate_score_c5_a1_b2_m0.1_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,2.0,0.1,0.0,5
bm25,hinge_gate_score_c5_a1_b2_m0.1_t0.05,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,2.0,0.1,0.05,5
bm25,hinge_gate_score_c5_a1_b2_m0.1_t0.1,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,2.0,0.1,0.1,5
bm25,hinge_gate_score_c5_a1_b2_m0.1_t0.2,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,2.0,0.1,0.2,5
bm25,hinge_gate_score_c5_a1_b2_m0.1_t0.3,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,2.0,0.1,0.3,5
bm25,hinge_gate_score_c5_a1_b2_m0.2_t0,50,0.92,0.86,6.06,6.34,hinge_gate,1.0,2.0,0.2,0.0,5
