retriever,method,samples,recall@3,violation_rate@3,mean_answer_rank,mean_trap_rank,variant,alpha,beta,margin,threshold,candidate_top_n
dense,gate_score_call_a0_b0.75_m0_t0.05,50,0.84,0.9,6.26,5.12,gate,0.0,0.75,0.0,0.05,all
dense,gate_score_call_a0_b0.75_m0_t0.1,50,0.88,0.88,4.78,4.7,gate,0.0,0.75,0.0,0.1,all
dense,gate_score_call_a0_b0.75_m0_t0.2,50,0.9,0.9,3.78,3.76,gate,0.0,0.75,0.0,0.2,all
dense,gate_score_call_a0_b0.75_m0_t0.3,50,0.9,0.9,3.9,3.88,gate,0.0,0.75,0.0,0.3,all
dense,gate_score_call_a0_b1_m0_t0,50,0.54,0.42,25.32,30.74,gate,0.0,1.0,0.0,0.0,all
dense,gate_score_call_a0_b1_m0_t0.05,50,0.84,0.9,7.34,5.28,gate,0.0,1.0,0.0,0.05,all
dense,gate_score_call_a0_b1_m0_t0.1,50,0.88,0.88,5.14,5.06,gate,0.0,1.0,0.0,0.1,all
dense,gate_score_call_a0_b1_m0_t0.2,50,0.9,0.9,3.78,3.76,gate,0.0,1.0,0.0,0.2,all
dense,gate_score_call_a0_b1_m0_t0.3,50,0.9,0.9,3.9,3.88,gate,0.0,1.0,0.0,0.3,all
dense,gate_score_call_a0_b1.5_m0_t0,50,0.54,0.42,40.06,52.56,gate,0.0,1.5,0.0,0.0,all
dense,gate_score_call_a0_b1.5_m0_t0.05,50,0.84,0.9,9.34,5.66,gate,0.0,1.5,0.0,0.05,all
dense,gate_score_call_a0_b1.5_m0_t0.1,50,0.88,0.88,5.32,5.24,gate,0.0,1.5,0.0,0.1,all
dense,gate_score_call_a0_b1.5_m0_t0.2,50,0.9,0.9,3.78,3.76,gate,0.0,1.5,0.0,0.2,all
dense,gate_score_call_a0_b1.5_m0_t0.3,50,0.9,0.9,3.9,3.88,gate,0.0,1.5,0.0,0.3,all
dense,gate_score_call_a0_b2_m0_t0,50,0.54,0.42,41.5,54.9,gate,0.0,2.0,0.0,0.0,all
dense,gate_score_call_a0_b2_m0_t0.05,50,0.84,0.9,9.68,5.84,gate,0.0,2.0,0.0,0.05,all
dense,gate_score_call_a0_b2_m0_t0.1,50,0.88,0.88,5.46,5.38,gate,0.0,2.0,0.0,0.1,all
dense,gate_score_call_a0_b2_m0_t0.2,50,0.9,0.9,3.78,3.76,gate,0.0,2.0,0.0,0.2,all
dense,gate_score_call_a0_b2_m0_t0.3,50,0.9,0.9,3.9,3.88,gate,0.0,2.0,0.0,0.3,all
dense,gate_score_call_a0_b3_m0_t0,50,0.54,0.42,41.78,55.46,gate,0.0,3.0,0.0,0.0,all
dense,gate_score_call_a0_b3_m0_t0.05,50,0.84,0.9,9.86,5.9,gate,0.0,3.0,0.0,0.05,all
dense,gate_score_call_a0_b3_m0_t0.1,50,0.88,0.88,5.52,5.44,gate,0.0,3.0,0.0,0.1,all
dense,gate_score_call_a0_b3_m0_t0.2,50,0.9,0.9,3.78,3.76,gate,0.0,3.0,0.0,0.2,all
dense,gate_score_call_a0_b3_m0_t0.3,50,0.9,0.9,3.9,3.88,gate,0.0,3.0,0.0,0.3,all
dense,gate_score_call_a0.25_b0.25_m0_t0,50,0.92,0.86,4.02,4.5,gate,0.25,0.25,0.0,0.0,all
dense,gate_score_call_a0.25_b0.25_m0_t0.05,50,0.88,0.88,4.16,4.18,gate,0.25,0.25,0.0,0.05,all
dense,gate_score_call_a0.25_b0.25_m0_t0.1,50,0.88,0.88,3.84,3.96,gate,0.25,0.25,0.0,0.1,all
dense,gate_score_call_a0.25_b0.25_m0_t0.2,50,0.9,0.9,3.78,4.0,gate,0.25,0.25,0.0,0.2,all
dense,gate_score_call_a0.25_b0.25_m0_t0.3,50,0.9,0.9,3.9,4.08,gate,0.25,0.25,0.0,0.3,all
dense,gate_score_call_a0.25_b0.5_m0_t0,50,0.82,0.68,4.9,5.18,gate,0.25,0.5,0.0,0.0,all
dense,gate_score_call_a0.25_b0.5_m0_t0.05,50,0.88,0.88,4.34,4.38,gate,0.25,0.5,0.0,0.05,all
dense,gate_score_call_a0.25_b0.5_m0_t0.1,50,0.88,0.88,3.88,3.96,gate,0.25,0.5,0.0,0.1,all
dense,gate_score_call_a0.25_b0.5_m0_t0.2,50,0.9,0.9,3.74,3.9,gate,0.25,0.5,0.0,0.2,all
dense,gate_score_call_a0.25_b0.5_m0_t0.3,50,0.9,0.9,3.86,4.04,gate,0.25,0.5,0.0,0.3,all
dense,gate_score_call_a0.25_b0.75_m0_t0,50,0.62,0.56,8.52,8.8,gate,0.25,0.75,0.0,0.0,all
dense,gate_score_call_a0.25_b0.75_m0_t0.05,50,0.84,0.88,5.3,5.06,gate,0.25,0.75,0.0,0.05,all
dense,gate_score_call_a0.25_b0.75_m0_t0.1,50,0.88,0.88,4.52,4.6,gate,0.25,0.75,0.0,0.1,all
dense,gate_score_call_a0.25_b0.75_m0_t0.2,50,0.9,0.9,3.74,3.9,gate,0.25,0.75,0.0,0.2,all
dense,gate_score_call_a0.25_b0.75_m0_t0.3,50,0.9,0.9,3.86,4.04,gate,0.25,0.75,0.0,0.3,all
dense,gate_score_call_a0.25_b1_m0_t0,50,0.54,0.4,15.96,18.52,gate,0.25,1.0,0.0,0.0,all
dense,gate_score_call_a0.25_b1_m0_t0.05,50,0.84,0.88,6.62,5.4,gate,0.25,1.0,0.0,0.05,all
dense,gate_score_call_a0.25_b1_m0_t0.1,50,0.88,0.88,5.02,5.08,gate,0.25,1.0,0.0,0.1,all
dense,gate_score_call_a0.25_b1_m0_t0.2,50,0.9,0.9,3.74,3.9,gate,0.25,1.0,0.0,0.2,all
dense,gate_score_call_a0.25_b1_m0_t0.3,50,0.9,0.9,3.86,4.04,gate,0.25,1.0,0.0,0.3,all
dense,gate_score_call_a0.25_b1.5_m0_t0,50,0.54,0.4,35.94,45.96,gate,0.25,1.5,0.0,0.0,all
dense,gate_score_call_a0.25_b1.5_m0_t0.05,50,0.84,0.88,8.68,5.6,gate,0.25,1.5,0.0,0.05,all
dense,gate_score_call_a0.25_b1.5_m0_t0.1,50,0.88,0.88,5.28,5.3,gate,0.25,1.5,0.0,0.1,all
dense,gate_score_call_a0.25_b1.5_m0_t0.2,50,0.9,0.9,3.74,3.9,gate,0.25,1.5,0.0,0.2,all
dense,gate_score_call_a0.25_b1.5_m0_t0.3,50,0.9,0.9,3.86,4.04,gate,0.25,1.5,0.0,0.3,all
dense,gate_score_call_a0.25_b2_m0_t0,50,0.54,0.4,40.68,53.68,gate,0.25,2.0,0.0,0.0,all
dense,gate_score_call_a0.25_b2_m0_t0.05,50,0.84,0.88,9.68,6.02,gate,0.25,2.0,0.0,0.05,all
dense,gate_score_call_a0.25_b2_m0_t0.1,50,0.88,0.88,5.5,5.52,gate,0.25,2.0,0.0,0.1,all
dense,gate_score_call_a0.25_b2_m0_t0.2,50,0.9,0.9,3.74,3.9,gate,0.25,2.0,0.0,0.2,all
dense,gate_score_call_a0.25_b2_m0_t0.3,50,0.9,0.9,3.86,4.04,gate,0.25,2.0,0.0,0.3,all
dense,gate_score_call_a0.25_b3_m0_t0,50,0.54,0.4,41.72,55.32,gate,0.25,3.0,0.0,0.0,all
dense,gate_score_call_a0.25_b3_m0_t0.05,50,0.84,0.88,9.86,6.0,gate,0.25,3.0,0.0,0.05,all
dense,gate_score_call_a0.25_b3_m0_t0.1,50,0.88,0.88,5.52,5.54,gate,0.25,3.0,0.0,0.1,all
dense,gate_score_call_a0.25_b3_m0_t0.2,50,0.9,0.9,3.74,3.9,gate,0.25,3.0,0.0,0.2,all
dense,gate_score_call_a0.25_b3_m0_t0.3,50,0.9,0.9,3.86,4.04,gate,0.25,3.0,0.0,0.3,all
dense,gate_score_call_a0.5_b0.25_m0_t0,50,0.92,0.88,3.94,4.4,gate,0.5,0.25,0.0,0.0,all
dense,gate_score_call_a0.5_b0.25_m0_t0.05,50,0.88,0.88,4.16,4.12,gate,0.5,0.25,0.0,0.05,all
dense,gate_score_call_a0.5_b0.25_m0_t0.1,50,0.88,0.88,3.8,3.94,gate,0.5,0.25,0.0,0.1,all
dense,gate_score_call_a0.5_b0.25_m0_t0.2,50,0.9,0.9,3.82,3.94,gate,0.5,0.25,0.0,0.2,all
dense,gate_score_call_a0.5_b0.25_m0_t0.3,50,0.9,0.9,3.94,4.0,gate,0.5,0.25,0.0,0.3,all
dense,gate_score_call_a0.5_b0.5_m0_t0,50,0.84,0.82,4.54,4.8,gate,0.5,0.5,0.0,0.0,all
dense,gate_score_call_a0.5_b0.5_m0_t0.05,50,0.88,0.88,4.36,4.3,gate,0.5,0.5,0.0,0.05,all
dense,gate_score_call_a0.5_b0.5_m0_t0.1,50,0.88,0.88,3.84,3.88,gate,0.5,0.5,0.0,0.1,all
dense,gate_score_call_a0.5_b0.5_m0_t0.2,50,0.9,0.9,3.76,3.82,gate,0.5,0.5,0.0,0.2,all
dense,gate_score_call_a0.5_b0.5_m0_t0.3,50,0.9,0.9,3.9,3.96,gate,0.5,0.5,0.0,0.3,all
dense,gate_score_call_a0.5_b0.75_m0_t0,50,0.78,0.62,6.02,6.48,gate,0.5,0.75,0.0,0.0,all
dense,gate_score_call_a0.5_b0.75_m0_t0.05,50,0.88,0.88,4.72,4.68,gate,0.5,0.75,0.0,0.05,all
dense,gate_score_call_a0.5_b0.75_m0_t0.1,50,0.88,0.88,4.16,4.22,gate,0.5,0.75,0.0,0.1,all
dense,gate_score_call_a0.5_b0.75_m0_t0.2,50,0.9,0.9,3.76,3.82,gate,0.5,0.75,0.0,0.2,all
dense,gate_score_call_a0.5_b0.75_m0_t0.3,50,0.9,0.9,3.9,3.96,gate,0.5,0.75,0.0,0.3,all
dense,gate_score_call_a0.5_b1_m0_t0,50,0.6,0.48,10.8,11.4,gate,0.5,1.0,0.0,0.0,all
dense,gate_score_call_a0.5_b1_m0_t0.05,50,0.84,0.88,5.82,5.2,gate,0.5,1.0,0.0,0.05,all
dense,gate_score_call_a0.5_b1_m0_t0.1,50,0.88,0.88,4.76,4.8,gate,0.5,1.0,0.0,0.1,all
dense,gate_score_call_a0.5_b1_m0_t0.2,50,0.9,0.9,3.76,3.82,gate,0.5,1.0,0.0,0.2,all
dense,gate_score_call_a0.5_b1_m0_t0.3,50,0.9,0.9,3.9,3.96,gate,0.5,1.0,0.0,0.3,all
dense,gate_score_call_a0.5_b1.5_m0_t0,50,0.54,0.4,24.16,29.54,gate,0.5,1.5,0.0,0.0,all
dense,gate_score_call_a0.5_b1.5_m0_t0.05,50,0.84,0.88,7.36,5.42,gate,0.5,1.5,0.0,0.05,all
dense,gate_score_call_a0.5_b1.5_m0_t0.1,50,0.88,0.88,5.16,5.2,gate,0.5,1.5,0.0,0.1,all
dense,gate_score_call_a0.5_b1.5_m0_t0.2,50,0.9,0.9,3.76,3.82,gate,0.5,1.5,0.0,0.2,all
dense,gate_score_call_a0.5_b1.5_m0_t0.3,50,0.9,0.9,3.9,3.96,gate,0.5,1.5,0.0,0.3,all
dense,gate_score_call_a0.5_b2_m0_t0,50,0.54,0.4,38.94,50.7,gate,0.5,2.0,0.0,0.0,all
dense,gate_score_call_a0.5_b2_m0_t0.05,50,0.84,0.88,9.18,5.82,gate,0.5,2.0,0.0,0.05,all
dense,gate_score_call_a0.5_b2_m0_t0.1,50,0.88,0.88,5.34,5.38,gate,0.5,2.0,0.0,0.1,all
dense,gate_score_call_a0.5_b2_m0_t0.2,50,0.9,0.9,3.76,3.82,gate,0.5,2.0,0.0,0.2,all
dense,gate_score_call_a0.5_b2_m0_t0.3,50,0.9,0.9,3.9,3.96,gate,0.5,2.0,0.0,0.3,all
dense,gate_score_call_a0.5_b3_m0_t0,50,0.54,0.4,41.56,55.1,gate,0.5,3.0,0.0,0.0,all
dense,gate_score_call_a0.5_b3_m0_t0.05,50,0.84,0.88,9.78,6.04,gate,0.5,3.0,0.0,0.05,all
dense,gate_score_call_a0.5_b3_m0_t0.1,50,0.88,0.88,5.52,5.52,gate,0.5,3.0,0.0,0.1,all
dense,gate_score_call_a0.5_b3_m0_t0.2,50,0.9,0.9,3.76,3.82,gate,0.5,3.0,0.0,0.2,all
dense,gate_score_call_a0.5_b3_m0_t0.3,50,0.9,0.9,3.9,3.96,gate,0.5,3.0,0.0,0.3,all
dense,gate_score_call_a0.75_b0.25_m0_t0,50,0.92,0.88,4.06,4.4,gate,0.75,0.25,0.0,0.0,all
dense,gate_score_call_a0.75_b0.25_m0_t0.05,50,0.88,0.88,4.18,4.2,gate,0.75,0.25,0.0,0.05,all
dense,gate_score_call_a0.75_b0.25_m0_t0.1,50,0.88,0.88,3.88,4.02,gate,0.75,0.25,0.0,0.1,all
dense,gate_score_call_a0.75_b0.25_m0_t0.2,50,0.9,0.9,3.9,4.06,gate,0.75,0.25,0.0,0.2,all
dense,gate_score_call_a0.75_b0.25_m0_t0.3,50,0.9,0.9,3.96,4.14,gate,0.75,0.25,0.0,0.3,all
dense,gate_score_call_a0.75_b0.5_m0_t0,50,0.88,0.82,4.28,4.7,gate,0.75,0.5,0.0,0.0,all
dense,gate_score_call_a0.75_b0.5_m0_t0.05,50,0.88,0.88,4.28,4.38,gate,0.75,0.5,0.0,0.05,all
dense,gate_score_call_a0.75_b0.5_m0_t0.1,50,0.88,0.88,3.88,4.0,gate,0.75,0.5,0.0,0.1,all
dense,gate_score_call_a0.75_b0.5_m0_t0.2,50,0.9,0.9,3.8,3.94,gate,0.75,0.5,0.0,0.2,all
dense,gate_score_call_a0.75_b0.5_m0_t0.3,50,0.9,0.9,3.92,4.1,gate,0.75,0.5,0.0,0.3,all
dense,gate_score_call_a0.75_b0.75_m0_t0,50,0.8,0.68,5.12,5.54,gate,0.75,0.75,0.0,0.0,all
dense,gate_score_call_a0.75_b0.75_m0_t0.05,50,0.88,0.88,4.48,4.64,gate,0.75,0.75,0.0,0.05,all
dense,gate_score_call_a0.75_b0.75_m0_t0.1,50,0.88,0.88,4.0,4.18,gate,0.75,0.75,0.0,0.1,all
dense,gate_score_call_a0.75_b0.75_m0_t0.2,50,0.9,0.9,3.8,3.94,gate,0.75,0.75,0.0,0.2,all
dense,gate_score_call_a0.75_b0.75_m0_t0.3,50,0.9,0.9,3.92,4.1,gate,0.75,0.75,0.0,0.3,all
dense,gate_score_call_a0.75_b1_m0_t0,50,0.7,0.56,7.46,8.22,gate,0.75,1.0,0.0,0.0,all
dense,gate_score_call_a0.75_b1_m0_t0.05,50,0.84,0.88,5.2,5.22,gate,0.75,1.0,0.0,0.05,all
dense,gate_score_call_a0.75_b1_m0_t0.1,50,0.88,0.88,4.64,4.76,gate,0.75,1.0,0.0,0.1,all
dense,gate_score_call_a0.75_b1_m0_t0.2,50,0.9,0.9,3.8,3.94,gate,0.75,1.0,0.0,0.2,all
dense,gate_score_call_a0.75_b1_m0_t0.3,50,0.9,0.9,3.92,4.1,gate,0.75,1.0,0.0,0.3,all
dense,gate_score_call_a0.75_b1.5_m0_t0,50,0.54,0.4,17.88,21.58,gate,0.75,1.5,0.0,0.0,all
dense,gate_score_call_a0.75_b1.5_m0_t0.05,50,0.84,0.88,6.9,5.56,gate,0.75,1.5,0.0,0.05,all
dense,gate_score_call_a0.75_b1.5_m0_t0.1,50,0.88,0.88,5.1,5.22,gate,0.75,1.5,0.0,0.1,all
dense,gate_score_call_a0.75_b1.5_m0_t0.2,50,0.9,0.9,3.8,3.94,gate,0.75,1.5,0.0,0.2,all
dense,gate_score_call_a0.75_b1.5_m0_t0.3,50,0.9,0.9,3.92,4.1,gate,0.75,1.5,0.0,0.3,all
dense,gate_score_call_a0.75_b2_m0_t0,50,0.54,0.4,33.98,42.34,gate,0.75,2.0,0.0,0.0,all
dense,gate_score_call_a0.75_b2_m0_t0.05,50,0.84,0.88,8.46,5.76,gate,0.75,2.0,0.0,0.05,all
dense,gate_score_call_a0.75_b2_m0_t0.1,50,0.88,0.88,5.28,5.4,gate,0.75,2.0,0.0,0.1,all
dense,gate_score_call_a0.75_b2_m0_t0.2,50,0.9,0.9,3.8,3.94,gate,0.75,2.0,0.0,0.2,all
dense,gate_score_call_a0.75_b2_m0_t0.3,50,0.9,0.9,3.92,4.1,gate,0.75,2.0,0.0,0.3,all
dense,gate_score_call_a0.75_b3_m0_t0,50,0.54,0.4,41.28,54.38,gate,0.75,3.0,0.0,0.0,all
dense,gate_score_call_a0.75_b3_m0_t0.05,50,0.84,0.88,9.76,6.16,gate,0.75,3.0,0.0,0.05,all
dense,gate_score_call_a0.75_b3_m0_t0.1,50,0.88,0.88,5.54,5.62,gate,0.75,3.0,0.0,0.1,all
dense,gate_score_call_a0.75_b3_m0_t0.2,50,0.9,0.9,3.8,3.94,gate,0.75,3.0,0.0,0.2,all
dense,gate_score_call_a0.75_b3_m0_t0.3,50,0.9,0.9,3.92,4.1,gate,0.75,3.0,0.0,0.3,all
dense,gate_score_call_a1_b0.25_m0_t0,50,0.9,0.88,4.14,4.44,gate,1.0,0.25,0.0,0.0,all
dense,gate_score_call_a1_b0.25_m0_t0.05,50,0.88,0.88,4.16,4.2,gate,1.0,0.25,0.0,0.05,all
dense,gate_score_call_a1_b0.25_m0_t0.1,50,0.88,0.88,3.86,4.06,gate,1.0,0.25,0.0,0.1,all
dense,gate_score_call_a1_b0.25_m0_t0.2,50,0.9,0.88,3.86,4.14,gate,1.0,0.25,0.0,0.2,all
dense,gate_score_call_a1_b0.25_m0_t0.3,50,0.9,0.88,3.92,4.22,gate,1.0,0.25,0.0,0.3,all
dense,gate_score_call_a1_b0.5_m0_t0,50,0.88,0.82,4.24,4.64,gate,1.0,0.5,0.0,0.0,all
dense,gate_score_call_a1_b0.5_m0_t0.05,50,0.88,0.88,4.28,4.36,gate,1.0,0.5,0.0,0.05,all
dense,gate_score_call_a1_b0.5_m0_t0.1,50,0.88,0.88,3.84,4.04,gate,1.0,0.5,0.0,0.1,all
dense,gate_score_call_a1_b0.5_m0_t0.2,50,0.9,0.88,3.74,4.04,gate,1.0,0.5,0.0,0.2,all
dense,gate_score_call_a1_b0.5_m0_t0.3,50,0.9,0.88,3.88,4.2,gate,1.0,0.5,0.0,0.3,all
dense,gate_score_call_a1_b0.75_m0_t0,50,0.82,0.72,4.68,5.08,gate,1.0,0.75,0.0,0.0,all
dense,gate_score_call_a1_b0.75_m0_t0.05,50,0.88,0.88,4.4,4.52,gate,1.0,0.75,0.0,0.05,all
dense,gate_score_call_a1_b0.75_m0_t0.1,50,0.88,0.88,3.92,4.12,gate,1.0,0.75,0.0,0.1,all
dense,gate_score_call_a1_b0.75_m0_t0.2,50,0.9,0.88,3.74,4.02,gate,1.0,0.75,0.0,0.2,all
dense,gate_score_call_a1_b0.75_m0_t0.3,50,0.9,0.88,3.88,4.18,gate,1.0,0.75,0.0,0.3,all
dense,gate_score_call_a1_b1_m0_t0,50,0.78,0.64,5.92,6.6,gate,1.0,1.0,0.0,0.0,all
dense,gate_score_call_a1_b1_m0_t0.05,50,0.88,0.88,4.8,5.0,gate,1.0,1.0,0.0,0.05,all
dense,gate_score_call_a1_b1_m0_t0.1,50,0.88,0.88,4.32,4.54,gate,1.0,1.0,0.0,0.1,all
dense,gate_score_call_a1_b1_m0_t0.2,50,0.9,0.88,3.74,4.02,gate,1.0,1.0,0.0,0.2,all
dense,gate_score_call_a1_b1_m0_t0.3,50,0.9,0.88,3.88,4.18,gate,1.0,1.0,0.0,0.3,all
dense,gate_score_call_a1_b1.5_m0_t0,50,0.56,0.4,14.1,15.6,gate,1.0,1.5,0.0,0.0,all
dense,gate_score_call_a1_b1.5_m0_t0.05,50,0.84,0.88,6.54,5.52,gate,1.0,1.5,0.0,0.05,all
dense,gate_score_call_a1_b1.5_m0_t0.1,50,0.88,0.88,5.04,5.22,gate,1.0,1.5,0.0,0.1,all
dense,gate_score_call_a1_b1.5_m0_t0.2,50,0.9,0.88,3.74,4.02,gate,1.0,1.5,0.0,0.2,all
dense,gate_score_call_a1_b1.5_m0_t0.3,50,0.9,0.88,3.88,4.18,gate,1.0,1.5,0.0,0.3,all
dense,gate_score_call_a1_b2_m0_t0,50,0.54,0.4,23.4,28.58,gate,1.0,2.0,0.0,0.0,all
dense,gate_score_call_a1_b2_m0_t0.05,50,0.84,0.88,7.42,5.62,gate,1.0,2.0,0.0,0.05,all
dense,gate_score_call_a1_b2_m0_t0.1,50,0.88,0.88,5.16,5.34,gate,1.0,2.0,0.0,0.1,all
dense,gate_score_call_a1_b2_m0_t0.2,50,0.9,0.88,3.74,4.02,gate,1.0,2.0,0.0,0.2,all
dense,gate_score_call_a1_b2_m0_t0.3,50,0.9,0.88,3.88,4.18,gate,1.0,2.0,0.0,0.3,all
dense,gate_score_call_a1_b3_m0_t0,50,0.54,0.4,40.34,53.2,gate,1.0,3.0,0.0,0.0,all
dense,gate_score_call_a1_b3_m0_t0.05,50,0.84,0.88,9.56,6.18,gate,1.0,3.0,0.0,0.05,all
dense,gate_score_call_a1_b3_m0_t0.1,50,0.88,0.88,5.48,5.66,gate,1.0,3.0,0.0,0.1,all
dense,gate_score_call_a1_b3_m0_t0.2,50,0.9,0.88,3.74,4.02,gate,1.0,3.0,0.0,0.2,all
dense,gate_score_call_a1_b3_m0_t0.3,50,0.9,0.88,3.88,4.18,gate,1.0,3.0,0.0,0.3,all
dense,gate_score_call_a1.5_b0.25_m0_t0,50,0.9,0.88,4.16,4.44,gate,1.5,0.25,0.0,0.0,all
dense,gate_score_call_a1.5_b0.25_m0_t0.05,50,0.88,0.88,4.18,4.2,gate,1.5,0.25,0.0,0.05,all
dense,gate_score_call_a1.5_b0.25_m0_t0.1,50,0.88,0.88,4.02,4.14,gate,1.5,0.25,0.0,0.1,all
dense,gate_score_call_a1.5_b0.25_m0_t0.2,50,0.9,0.88,4.06,4.18,gate,1.5,0.25,0.0,0.2,all
dense,gate_score_call_a1.5_b0.25_m0_t0.3,50,0.9,0.88,4.08,4.22,gate,1.5,0.25,0.0,0.3,all
dense,gate_score_call_a1.5_b0.5_m0_t0,50,0.9,0.86,4.32,4.68,gate,1.5,0.5,0.0,0.0,all
dense,gate_score_call_a1.5_b0.5_m0_t0.05,50,0.88,0.88,4.36,4.42,gate,1.5,0.5,0.0,0.05,all
dense,gate_score_call_a1.5_b0.5_m0_t0.1,50,0.88,0.88,4.04,4.12,gate,1.5,0.5,0.0,0.1,all
dense,gate_score_call_a1.5_b0.5_m0_t0.2,50,0.9,0.88,3.96,4.08,gate,1.5,0.5,0.0,0.2,all
dense,gate_score_call_a1.5_b0.5_m0_t0.3,50,0.9,0.88,4.08,4.22,gate,1.5,0.5,0.0,0.3,all
dense,gate_score_call_a1.5_b0.75_m0_t0,50,0.86,0.82,4.38,4.74,gate,1.5,0.75,0.0,0.0,all
dense,gate_score_call_a1.5_b0.75_m0_t0.05,50,0.88,0.88,4.4,4.44,gate,1.5,0.75,0.0,0.05,all
dense,gate_score_call_a1.5_b0.75_m0_t0.1,50,0.88,0.88,4.0,4.08,gate,1.5,0.75,0.0,0.1,all
dense,gate_score_call_a1.5_b0.75_m0_t0.2,50,0.9,0.88,3.92,4.04,gate,1.5,0.75,0.0,0.2,all
dense,gate_score_call_a1.5_b0.75_m0_t0.3,50,0.9,0.88,4.04,4.18,gate,1.5,0.75,0.0,0.3,all
dense,gate_score_call_a1.5_b1_m0_t0,50,0.82,0.7,5.0,5.38,gate,1.5,1.0,0.0,0.0,all
dense,gate_score_call_a1.5_b1_m0_t0.05,50,0.88,0.88,4.64,4.66,gate,1.5,1.0,0.0,0.05,all
dense,gate_score_call_a1.5_b1_m0_t0.1,50,0.88,0.88,4.22,4.3,gate,1.5,1.0,0.0,0.1,all
dense,gate_score_call_a1.5_b1_m0_t0.2,50,0.9,0.88,3.92,4.04,gate,1.5,1.0,0.0,0.2,all
dense,gate_score_call_a1.5_b1_m0_t0.3,50,0.9,0.88,4.04,4.18,gate,1.5,1.0,0.0,0.3,all
dense,gate_score_call_a1.5_b1.5_m0_t0,50,0.62,0.54,8.56,9.02,gate,1.5,1.5,0.0,0.0,all
dense,gate_score_call_a1.5_b1.5_m0_t0.05,50,0.84,0.88,5.5,5.32,gate,1.5,1.5,0.0,0.05,all
dense,gate_score_call_a1.5_b1.5_m0_t0.1,50,0.88,0.88,4.9,4.98,gate,1.5,1.5,0.0,0.1,all
dense,gate_score_call_a1.5_b1.5_m0_t0.2,50,0.9,0.88,3.92,4.04,gate,1.5,1.5,0.0,0.2,all
dense,gate_score_call_a1.5_b1.5_m0_t0.3,50,0.9,0.88,4.04,4.18,gate,1.5,1.5,0.0,0.3,all
dense,gate_score_call_a1.5_b2_m0_t0,50,0.54,0.4,16.16,18.8,gate,1.5,2.0,0.0,0.0,all
dense,gate_score_call_a1.5_b2_m0_t0.05,50,0.84,0.88,6.68,5.6,gate,1.5,2.0,0.0,0.05,all
dense,gate_score_call_a1.5_b2_m0_t0.1,50,0.88,0.88,5.2,5.3,gate,1.5,2.0,0.0,0.1,all
dense,gate_score_call_a1.5_b2_m0_t0.2,50,0.9,0.88,3.92,4.04,gate,1.5,2.0,0.0,0.2,all
dense,gate_score_call_a1.5_b2_m0_t0.3,50,0.9,0.88,4.04,4.18,gate,1.5,2.0,0.0,0.3,all
dense,gate_score_call_a1.5_b3_m0_t0,50,0.54,0.4,36.32,46.38,gate,1.5,3.0,0.0,0.0,all
dense,gate_score_call_a1.5_b3_m0_t0.05,50,0.84,0.88,9.0,6.06,gate,1.5,3.0,0.0,0.05,all
dense,gate_score_call_a1.5_b3_m0_t0.1,50,0.88,0.88,5.48,5.58,gate,1.5,3.0,0.0,0.1,all
dense,gate_score_call_a1.5_b3_m0_t0.2,50,0.9,0.88,3.92,4.04,gate,1.5,3.0,0.0,0.2,all
dense,gate_score_call_a1.5_b3_m0_t0.3,50,0.9,0.88,4.04,4.18,gate,1.5,3.0,0.0,0.3,all
dense,gate_score_call_a2_b0.25_m0_t0,50,0.9,0.88,4.14,4.58,gate,2.0,0.25,0.0,0.0,all
dense,gate_score_call_a2_b0.25_m0_t0.05,50,0.88,0.88,4.14,4.28,gate,2.0,0.25,0.0,0.05,all
dense,gate_score_call_a2_b0.25_m0_t0.1,50,0.88,0.88,4.04,4.22,gate,2.0,0.25,0.0,0.1,all
dense,gate_score_call_a2_b0.25_m0_t0.2,50,0.9,0.88,4.1,4.24,gate,2.0,0.25,0.0,0.2,all
dense,gate_score_call_a2_b0.25_m0_t0.3,50,0.9,0.88,4.12,4.26,gate,2.0,0.25,0.0,0.3,all
dense,gate_score_call_a2_b0.5_m0_t0,50,0.9,0.88,4.26,4.62,gate,2.0,0.5,0.0,0.0,all
dense,gate_score_call_a2_b0.5_m0_t0.05,50,0.88,0.88,4.26,4.42,gate,2.0,0.5,0.0,0.05,all
dense,gate_score_call_a2_b0.5_m0_t0.1,50,0.88,0.88,3.98,4.18,gate,2.0,0.5,0.0,0.1,all
dense,gate_score_call_a2_b0.5_m0_t0.2,50,0.9,0.88,4.0,4.16,gate,2.0,0.5,0.0,0.2,all
dense,gate_score_call_a2_b0.5_m0_t0.3,50,0.9,0.88,4.12,4.26,gate,2.0,0.5,0.0,0.3,all
dense,gate_score_call_a2_b0.75_m0_t0,50,0.88,0.82,4.32,4.74,gate,2.0,0.75,0.0,0.0,all
dense,gate_score_call_a2_b0.75_m0_t0.05,50,0.88,0.88,4.34,4.46,gate,2.0,0.75,0.0,0.05,all
dense,gate_score_call_a2_b0.75_m0_t0.1,50,0.88,0.88,4.0,4.12,gate,2.0,0.75,0.0,0.1,all
dense,gate_score_call_a2_b0.75_m0_t0.2,50,0.9,0.88,3.96,4.08,gate,2.0,0.75,0.0,0.2,all
dense,gate_score_call_a2_b0.75_m0_t0.3,50,0.9,0.88,4.08,4.22,gate,2.0,0.75,0.0,0.3,all
